"","ID","CHR","MAPINFO","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","Relation_to_UCSC_CpG_Island"
"cg03573961","cg03573961","16",89183453,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","N_Shelf"
"cg10512427","cg10512427","16",89183643,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","N_Shelf"
"cg10202714","cg10202714","16",89183678,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","N_Shelf"
"cg05314414","cg05314414","16",89183728,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","N_Shelf"
"cg16692470","cg16692470","16",89184092,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","N_Shelf"
"cg07356861","cg07356861","16",89184285,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","N_Shore"
"cg10265258","cg10265258","16",89184591,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","N_Shore"
"cg07944420","cg07944420","16",89185293,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","N_Shore"
"cg07192734","cg07192734","16",89185789,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","N_Shore"
"cg07474797","cg07474797","16",89185916,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","N_Shore"
"cg06572911","cg06572911","16",89186314,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","Island"
"cg06245181","cg06245181","16",89186403,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","Island"
"cg00759803","cg00759803","16",89186454,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","Island"
"cg07235885","cg07235885","16",89187002,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","S_Shore"
"cg26565884","cg26565884","16",89187106,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","S_Shore"
"cg04033022","cg04033022","16",89189383,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","S_Shelf"
"cg08015503","cg08015503","16",89190385,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","S_Shelf"
"cg01134309","cg01134309","16",89190525,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","S_Shelf"
"cg01472317","cg01472317","16",89190699,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body",""
"cg05671576","cg05671576","16",89190735,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body",""
"cg06035645","cg06035645","16",89190857,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body",""
"cg16759443","cg16759443","16",89200506,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body",""
"cg07990658","cg07990658","16",89202571,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body",""
"cg01523759","cg01523759","16",89202603,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body",""
"cg02747280","cg02747280","16",89202817,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body",""
"cg16698281","cg16698281","16",89202896,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body",""
"cg04308346","cg04308346","16",89203063,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body",""
"cg00144414","cg00144414","16",89203153,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body",""
"cg07706680","cg07706680","16",89203452,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body",""
"cg10453148","cg10453148","16",89205542,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body",""
"cg00739608","cg00739608","16",89205832,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body",""
"cg27226538","cg27226538","16",89207553,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body",""
"cg04730254","cg04730254","16",89215465,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","N_Shelf"
"cg07882243","cg07882243","16",89217849,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","N_Shore"
"cg04360875","cg04360875","16",89219415,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","Island"
"cg05445348","cg05445348","16",89219472,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","Island"
"cg05032150","cg05032150","16",89219547,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","Island"
"cg08551036","cg08551036","16",89219820,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","S_Shore"
"cg02505676","cg02505676","16",89220516,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","S_Shore"
"cg04845821","cg04845821","16",89220554,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","Body;Body;Body","S_Shore"
"cg04952694","cg04952694","16",89220688,"ACSF3;ACSF3;ACSF3","NM_174917;NR_023316;NM_001127214","3'UTR;Body;3'UTR","S_Shore"
"cg00316478","cg00316478","16",89222027,"ACSF3","NM_174917","3'UTR","N_Shelf"
"cg09940476","cg09940476","16",89224261,"C16orf81","NR_024347","TSS1500","N_Shore"
"cg27379896","cg27379896","16",89224639,"C16orf81","NR_024347","TSS1500","N_Shore"
"cg05956477","cg05956477","16",89225088,"C16orf81","NR_024347","TSS1500","N_Shore"
"cg08335008","cg08335008","16",89225495,"C16orf81","NR_024347","TSS200","N_Shore"
"cg05676251","cg05676251","16",89225592,"C16orf81","NR_024347","TSS200","N_Shore"
"cg05498586","cg05498586","16",89225602,"C16orf81","NR_024347","TSS200","N_Shore"
"cg03819692","cg03819692","16",89225639,"C16orf81","NR_024347","Body","N_Shore"
"cg07748753","cg07748753","16",89225822,"C16orf81","NR_024347","Body","Island"
"cg01714172","cg01714172","16",89225922,"C16orf81","NR_024347","Body","Island"
"cg00413426","cg00413426","16",89226194,"C16orf81","NR_024347","Body","Island"
"cg27370229","cg27370229","16",89226999,"C16orf81","NR_024347","Body","S_Shore"
"cg27136547","cg27136547","16",89227914,"C16orf81","NR_024347","Body","S_Shore"
"cg09051393","cg09051393","16",89228590,"C16orf81","NR_024347","Body","N_Shelf"
"cg08653945","cg08653945","16",89228636,"C16orf81","NR_024347","Body","N_Shelf"
"cg04694209","cg04694209","16",89228970,"C16orf81","NR_024347","Body","N_Shelf"
"cg00034611","cg00034611","16",89229269,"C16orf81","NR_024347","Body","N_Shelf"
"cg09239064","cg09239064","16",89229439,"C16orf81","NR_024347","Body","N_Shelf"
"cg01764011","cg01764011","16",89231512,"","","","N_Shore"
"cg26535925","cg26535925","16",89233863,"","","","S_Shore"
"cg01810329","cg01810329","16",89234490,"","","","S_Shore"
"cg10143781","cg10143781","16",89234766,"","","","N_Shelf"
"cg11386746","cg11386746","16",89237370,"CDH15","NM_004933","TSS1500","N_Shore"
"cg04551092","cg04551092","16",89237573,"CDH15","NM_004933","TSS1500","N_Shore"
"cg05746256","cg05746256","16",89237789,"CDH15","NM_004933","TSS1500","N_Shore"
"cg00511475","cg00511475","16",89238330,"CDH15","NM_004933","Body","Island"
"cg26993132","cg26993132","16",89239499,"CDH15","NM_004933","Body","S_Shore"
"cg09367126","cg09367126","16",89242147,"CDH15","NM_004933","Body","N_Shelf"
"cg02648441","cg02648441","16",89242827,"CDH15","NM_004933","Body","N_Shelf"
"cg27347146","cg27347146","16",89242935,"CDH15","NM_004933","Body","N_Shelf"
"cg06170283","cg06170283","16",89245231,"CDH15","NM_004933","Body","N_Shore"
"cg00435723","cg00435723","16",89245659,"CDH15","NM_004933","Body","Island"
"cg16401173","cg16401173","16",89245911,"CDH15","NM_004933","Body","Island"
"cg09076877","cg09076877","16",89246999,"CDH15","NM_004933","Body","S_Shore"
"cg26639808","cg26639808","16",89249872,"CDH15","NM_004933","Body","S_Shelf"
"cg07144297","cg07144297","16",89251057,"CDH15","NM_004933","Body",""
"cg04908548","cg04908548","16",89251636,"CDH15","NM_004933","Body",""
"cg05901543","cg05901543","16",89251975,"CDH15","NM_004933","Body",""
"cg01623282","cg01623282","16",89252924,"CDH15","NM_004933","Body",""
"cg01729116","cg01729116","16",89254724,"CDH15","NM_004933","Body","N_Shelf"
"cg07222502","cg07222502","16",89254984,"CDH15","NM_004933","Body","N_Shelf"
"cg05448332","cg05448332","16",89257046,"CDH15","NM_004933","Body","N_Shore"
"cg01751047","cg01751047","16",89258141,"CDH15","NM_004933","Body","Island"
"cg06251016","cg06251016","16",89258571,"CDH15","NM_004933","Body","Island"
"cg27202913","cg27202913","16",89258862,"CDH15","NM_004933","Body","Island"
"cg08449049","cg08449049","16",89259820,"CDH15","NM_004933","Body","Island"
"cg06471402","cg06471402","16",89259957,"CDH15","NM_004933","Body","Island"
"cg26529771","cg26529771","16",89260650,"CDH15","NM_004933","Body","S_Shore"
"cg08618878","cg08618878","16",89261116,"CDH15","NM_004933","Body","S_Shore"
"cg10344301","cg10344301","16",89261726,"CDH15","NM_004933","3'UTR","S_Shore"
"cg04967494","cg04967494","16",89264889,"","","","N_Shelf"
"cg26799602","cg26799602","16",89266591,"","","","N_Shore"
"cg07591403","cg07591403","16",89267679,"","","","N_Shore"
"cg16553435","cg16553435","16",89267943,"","","","Island"
"cg07850527","cg07850527","16",89268040,"","","","Island"
"cg01873311","cg01873311","16",89268689,"","","","Island"
"cg00745606","cg00745606","16",89268847,"","","","Island"
"cg03112665","cg03112665","16",89268953,"","","","S_Shore"
"cg04741281","cg04741281","16",89269422,"","","","S_Shore"
"cg05040338","cg05040338","16",89270802,"","","","S_Shore"
"cg01323098","cg01323098","16",89271303,"","","","S_Shelf"
"cg26620724","cg26620724","16",89280076,"","","","N_Shelf"
"cg01584104","cg01584104","16",89282748,"ZNF778","NM_182531","TSS1500","N_Shore"
"cg16567770","cg16567770","16",89283922,"ZNF778","NM_182531","TSS200","Island"
"cg05736378","cg05736378","16",89283996,"ZNF778","NM_182531","TSS200","Island"
"cg07124292","cg07124292","16",89284383,"ZNF778","NM_182531","5'UTR","Island"
"cg00436610","cg00436610","16",89284637,"ZNF778","NM_182531","5'UTR","S_Shore"
"cg03831912","cg03831912","16",89289287,"ZNF778","NM_182531","Body",""
"cg03902391","cg03902391","16",89289484,"ZNF778","NM_182531","Body",""
"cg01239268","cg01239268","16",89293993,"ZNF778","NM_182531","Body",""
"cg04594445","cg04594445","16",89294045,"ZNF778","NM_182531","Body",""
"cg06087699","cg06087699","16",89294058,"ZNF778","NM_182531","Body",""
"cg07251480","cg07251480","16",89294181,"ZNF778","NM_182531","Body",""
"cg27525876","cg27525876","16",89294245,"ZNF778","NM_182531","Body",""
"cg27055236","cg27055236","16",89295094,"ZNF778","NM_182531","3'UTR",""
"cg03803102","cg03803102","16",89296746,"","","","N_Shelf"
"cg10082445","cg10082445","16",89297025,"","","","N_Shelf"
"cg07747994","cg07747994","16",89297799,"","","","N_Shore"
"cg04168590","cg04168590","16",89299388,"","","","Island"
"cg03126713","cg03126713","16",89299480,"","","","Island"
"cg27334271","cg27334271","16",89299756,"","","","Island"
"cg05453411","cg05453411","16",89300123,"","","","S_Shore"
"cg10456628","cg10456628","16",89302571,"","","","S_Shelf"
"cg06441001","cg06441001","16",89307764,"","","",""
"cg04155147","cg04155147","16",89309495,"","","","N_Shelf"
"cg02432003","cg02432003","16",89311344,"","","","N_Shelf"
"cg09907219","cg09907219","16",89313394,"","","","N_Shore"
"cg10008589","cg10008589","16",89313464,"","","","Island"
"cg05031741","cg05031741","16",89314419,"","","","Island"
"cg00469395","cg00469395","16",89315104,"","","","Island"
"cg07088555","cg07088555","16",89315186,"","","","Island"
"cg01390039","cg01390039","16",89315293,"","","","Island"
"cg18384106","cg18384106","16",89315320,"","","","Island"
"cg06847471","cg06847471","16",89315996,"","","","S_Shore"
"cg10370687","cg10370687","16",89317353,"","","","S_Shelf"
"cg00537709","cg00537709","16",89320298,"","","","N_Shelf"
"cg05813803","cg05813803","16",89323084,"","","","N_Shore"
"cg01758336","cg01758336","16",89323312,"","","","Island"
"cg27382568","cg27382568","16",89323363,"","","","Island"
"cg01197871","cg01197871","16",89323411,"","","","Island"
"cg05860195","cg05860195","16",89324033,"","","","S_Shore"
"cg08591299","cg08591299","16",89325973,"","","","S_Shelf"
"cg09732535","cg09732535","16",89331997,"","","","N_Shelf"
"cg06408710","cg06408710","16",89332265,"","","","N_Shelf"
"cg02857384","cg02857384","16",89332300,"","","","N_Shelf"
"cg07299746","cg07299746","16",89334318,"ANKRD11","NM_013275","3'UTR","N_Shore"
"cg11403322","cg11403322","16",89335087,"ANKRD11","NM_013275","Body","Island"
"cg04035353","cg04035353","16",89335133,"ANKRD11","NM_013275","Body","S_Shore"
"cg03891962","cg03891962","16",89336560,"ANKRD11","NM_013275","Body","S_Shore"
"cg27258283","cg27258283","16",89337103,"ANKRD11","NM_013275","Body","S_Shelf"
"cg02033182","cg02033182","16",89337334,"ANKRD11","NM_013275","Body","S_Shelf"
"cg03594907","cg03594907","16",89337953,"ANKRD11","NM_013275","Body","S_Shelf"
"cg09474599","cg09474599","16",89338043,"ANKRD11","NM_013275","Body","S_Shelf"
"cg03832059","cg03832059","16",89338097,"ANKRD11","NM_013275","Body","S_Shelf"
"cg10001363","cg10001363","16",89338660,"ANKRD11","NM_013275","Body","S_Shelf"
"cg09938469","cg09938469","16",89338688,"ANKRD11","NM_013275","Body","S_Shelf"
"cg01198359","cg01198359","16",89338723,"ANKRD11","NM_013275","Body","S_Shelf"
"cg04381043","cg04381043","16",89341467,"ANKRD11","NM_013275","Body","N_Shelf"
"cg06098690","cg06098690","16",89341682,"ANKRD11","NM_013275","Body","N_Shelf"
"cg10256077","cg10256077","16",89341851,"ANKRD11","NM_013275","Body","N_Shelf"
"cg08511757","cg08511757","16",89342065,"ANKRD11","NM_013275","Body","N_Shelf"
"cg01149053","cg01149053","16",89342195,"ANKRD11","NM_013275","Body","N_Shelf"
"cg03092447","cg03092447","16",89342399,"ANKRD11","NM_013275","Body","N_Shelf"
"cg26479658","cg26479658","16",89342677,"ANKRD11","NM_013275","Body","N_Shelf"
"cg09867358","cg09867358","16",89342851,"ANKRD11","NM_013275","Body","N_Shelf"
"cg03507846","cg03507846","16",89344173,"ANKRD11","NM_013275","Body","N_Shore"
"cg08927754","cg08927754","16",89344197,"ANKRD11","NM_013275","Body","N_Shore"
"cg26747517","cg26747517","16",89344383,"ANKRD11","NM_013275","Body","N_Shore"
"cg11673833","cg11673833","16",89345548,"ANKRD11","NM_013275","Body","Island"
"cg04200026","cg04200026","16",89345595,"ANKRD11","NM_013275","Body","Island"
"cg03162686","cg03162686","16",89346269,"ANKRD11","NM_013275","Body","Island"
"cg11051669","cg11051669","16",89346436,"ANKRD11","NM_013275","Body","Island"
"cg00679681","cg00679681","16",89346491,"ANKRD11","NM_013275","Body","Island"
"cg14304626","cg14304626","16",89347958,"ANKRD11","NM_013275","Body","Island"
"cg03403525","cg03403525","16",89348167,"ANKRD11","NM_013275","Body","Island"
"cg04949226","cg04949226","16",89348469,"ANKRD11","NM_013275","Body","Island"
"cg03362018","cg03362018","16",89348956,"ANKRD11","NM_013275","Body","S_Shore"
"cg03971344","cg03971344","16",89349124,"ANKRD11","NM_013275","Body","S_Shore"
"cg04519550","cg04519550","16",89349466,"ANKRD11","NM_013275","Body","S_Shore"
"cg09301471","cg09301471","16",89349945,"ANKRD11","NM_013275","Body","S_Shore"
"cg02500806","cg02500806","16",89349976,"ANKRD11","NM_013275","Body","S_Shore"
"cg06636372","cg06636372","16",89349979,"ANKRD11","NM_013275","Body","S_Shore"
"cg00837290","cg00837290","16",89350068,"ANKRD11","NM_013275","Body","S_Shore"
"cg08130612","cg08130612","16",89350233,"ANKRD11","NM_013275","Body","S_Shore"
"cg00199000","cg00199000","16",89350310,"ANKRD11","NM_013275","Body","S_Shore"
"cg05398940","cg05398940","16",89351098,"ANKRD11","NM_013275","Body","N_Shore"
"cg04118849","cg04118849","16",89351107,"ANKRD11","NM_013275","Body","N_Shore"
"cg04937029","cg04937029","16",89351359,"ANKRD11","NM_013275","Body","N_Shore"
"cg08866814","cg08866814","16",89351500,"ANKRD11","NM_013275","Body","N_Shore"
"cg01387849","cg01387849","16",89351654,"ANKRD11","NM_013275","Body","N_Shore"
"cg01687267","cg01687267","16",89351692,"ANKRD11","NM_013275","Body","N_Shore"
"cg16593941","cg16593941","16",89351893,"ANKRD11","NM_013275","Body","N_Shore"
"cg04396454","cg04396454","16",89352007,"ANKRD11","NM_013275","Body","N_Shore"
"cg27025387","cg27025387","16",89352529,"ANKRD11","NM_013275","Body","Island"
"cg27372713","cg27372713","16",89352650,"ANKRD11","NM_013275","Body","Island"
"cg02134790","cg02134790","16",89352812,"ANKRD11","NM_013275","Body","Island"
"cg09274451","cg09274451","16",89353600,"ANKRD11","NM_013275","Body","S_Shore"
"cg07159469","cg07159469","16",89355005,"ANKRD11","NM_013275","Body","S_Shelf"
"cg03317919","cg03317919","16",89355071,"ANKRD11","NM_013275","Body","S_Shelf"
"cg09875780","cg09875780","16",89357086,"ANKRD11","NM_013275","Body",""
"cg09776094","cg09776094","16",89357477,"ANKRD11","NM_013275","Body",""
"cg27207530","cg27207530","16",89357600,"ANKRD11","NM_013275","Body",""
"cg09220891","cg09220891","16",89357741,"ANKRD11","NM_013275","Body",""
"cg02487202","cg02487202","16",89358232,"ANKRD11","NM_013275","Body",""
"cg03025000","cg03025000","16",89358837,"ANKRD11","NM_013275","Body",""
"cg27251473","cg27251473","16",89359053,"ANKRD11","NM_013275","Body",""
"cg27267258","cg27267258","16",89359175,"ANKRD11","NM_013275","Body",""
"cg07108351","cg07108351","16",89359631,"ANKRD11","NM_013275","Body",""
"cg00332509","cg00332509","16",89363830,"ANKRD11","NM_013275","Body",""
"cg26957471","cg26957471","16",89363967,"ANKRD11","NM_013275","Body",""
"cg05780014","cg05780014","16",89364035,"ANKRD11","NM_013275","Body",""
"cg09607566","cg09607566","16",89367323,"ANKRD11","NM_013275","Body",""
"cg26783123","cg26783123","16",89367859,"ANKRD11","NM_013275","Body","N_Shelf"
"cg04503319","cg04503319","16",89368367,"ANKRD11","NM_013275","Body","N_Shelf"
"cg05160336","cg05160336","16",89371534,"ANKRD11","NM_013275","Body","Island"
"cg16699022","cg16699022","16",89371566,"ANKRD11","NM_013275","Body","Island"
"cg01988616","cg01988616","16",89371601,"ANKRD11","NM_013275","Body","Island"
"cg06664147","cg06664147","16",89371698,"ANKRD11","NM_013275","Body","Island"
"cg00005072","cg00005072","16",89371982,"ANKRD11","NM_013275","Body","Island"
"cg00711584","cg00711584","16",89373295,"ANKRD11","NM_013275","Body","Island"
"cg21787369","cg21787369","16",89373297,"ANKRD11","NM_013275","Body","Island"
"cg02930721","cg02930721","16",89375113,"ANKRD11","NM_013275","Body","S_Shore"
"cg07661162","cg07661162","16",89375203,"ANKRD11","NM_013275","Body","S_Shore"
"cg03615921","cg03615921","16",89375284,"ANKRD11","NM_013275","Body","S_Shore"
"cg05356511","cg05356511","16",89375525,"ANKRD11","NM_013275","Body","S_Shelf"
"cg27183791","cg27183791","16",89381904,"ANKRD11","NM_013275","Body",""
"cg16710656","cg16710656","16",89381968,"ANKRD11","NM_013275","Body",""
"cg04533078","cg04533078","16",89382131,"ANKRD11","NM_013275","Body",""
"cg08284993","cg08284993","16",89382370,"ANKRD11","NM_013275","Body",""
"cg02415470","cg02415470","16",89383614,"ANKRD11","NM_013275","5'UTR",""
"cg08721324","cg08721324","16",89384602,"ANKRD11","NM_013275","5'UTR",""
"cg09164168","cg09164168","16",89384721,"ANKRD11","NM_013275","5'UTR",""
"cg05081845","cg05081845","16",89384937,"ANKRD11","NM_013275","5'UTR",""
"cg26546229","cg26546229","16",89385611,"ANKRD11","NM_013275","5'UTR",""
"cg27602981","cg27602981","16",89385820,"ANKRD11","NM_013275","5'UTR",""
"cg08888321","cg08888321","16",89385892,"ANKRD11","NM_013275","5'UTR",""
"cg07511934","cg07511934","16",89386912,"ANKRD11","NM_013275","5'UTR",""
"cg07708487","cg07708487","16",89387014,"ANKRD11","NM_013275","5'UTR",""
"cg27247807","cg27247807","16",89387225,"ANKRD11","NM_013275","5'UTR",""
"cg27300957","cg27300957","16",89387418,"ANKRD11","NM_013275","5'UTR",""
"cg09420319","cg09420319","16",89387569,"ANKRD11","NM_013275","5'UTR",""
"cg27150870","cg27150870","16",89390609,"ANKRD11","NM_013275","5'UTR",""
"cg07929642","cg07929642","16",89390685,"ANKRD11","NM_013275","5'UTR",""
"cg00759807","cg00759807","16",89390789,"ANKRD11","NM_013275","5'UTR",""
"cg01976303","cg01976303","16",89393185,"ANKRD11","NM_013275","5'UTR",""
"cg16386046","cg16386046","16",89394864,"ANKRD11","NM_013275","5'UTR",""
"cg04143805","cg04143805","16",89395205,"ANKRD11","NM_013275","5'UTR",""
"cg00329180","cg00329180","16",89395412,"ANKRD11","NM_013275","5'UTR",""
"cg05504729","cg05504729","16",89399490,"ANKRD11","NM_013275","5'UTR",""
"cg05944840","cg05944840","16",89401621,"ANKRD11","NM_013275","5'UTR",""
"cg07054502","cg07054502","16",89405478,"ANKRD11","NM_013275","5'UTR","N_Shelf"
"cg01523769","cg01523769","16",89406260,"ANKRD11","NM_013275","5'UTR","N_Shore"
"cg06395392","cg06395392","16",89406307,"ANKRD11","NM_013275","5'UTR","N_Shore"
"cg05497216","cg05497216","16",89408076,"ANKRD11","NM_013275","5'UTR","N_Shore"
"cg01107178","cg01107178","16",89408248,"ANKRD11","NM_013275","5'UTR","Island"
"cg03517226","cg03517226","16",89408322,"ANKRD11","NM_013275","5'UTR","Island"
"cg20391948","cg20391948","16",89408367,"ANKRD11","NM_013275","5'UTR","Island"
"cg27513667","cg27513667","16",89408403,"ANKRD11","NM_013275","5'UTR","Island"
"cg06778024","cg06778024","16",89408567,"ANKRD11","NM_013275","5'UTR","S_Shore"
"cg06873916","cg06873916","16",89410196,"ANKRD11","NM_013275","5'UTR","S_Shore"
"cg27468976","cg27468976","16",89410322,"ANKRD11","NM_013275","5'UTR","S_Shore"
"cg26481727","cg26481727","16",89410474,"ANKRD11","NM_013275","5'UTR","S_Shelf"
"cg05071195","cg05071195","16",89411232,"ANKRD11","NM_013275","5'UTR","S_Shelf"
"cg01271982","cg01271982","16",89417545,"ANKRD11","NM_013275","5'UTR",""
"cg01744474","cg01744474","16",89417629,"ANKRD11","NM_013275","5'UTR",""
"cg00911267","cg00911267","16",89418486,"ANKRD11","NM_013275","5'UTR",""
"cg05507697","cg05507697","16",89421700,"ANKRD11","NM_013275","5'UTR",""
"cg06411447","cg06411447","16",89421749,"ANKRD11","NM_013275","5'UTR",""
"cg01619533","cg01619533","16",89421770,"ANKRD11","NM_013275","5'UTR",""
"cg02749356","cg02749356","16",89421929,"ANKRD11","NM_013275","5'UTR",""
"cg26533023","cg26533023","16",89422171,"ANKRD11","NM_013275","5'UTR",""
"cg00345343","cg00345343","16",89422185,"ANKRD11","NM_013275","5'UTR",""
"cg06159562","cg06159562","16",89424793,"ANKRD11","NM_013275","5'UTR",""
"cg01167578","cg01167578","16",89429419,"ANKRD11","NM_013275","5'UTR",""
"cg00948881","cg00948881","16",89433544,"ANKRD11","NM_013275","5'UTR",""
"cg26877336","cg26877336","16",89433760,"ANKRD11","NM_013275","5'UTR",""
"cg06660116","cg06660116","16",89433876,"ANKRD11","NM_013275","5'UTR",""
"cg08420923","cg08420923","16",89436447,"ANKRD11","NM_013275","5'UTR","N_Shelf"
"cg09033641","cg09033641","16",89436838,"ANKRD11","NM_013275","5'UTR","N_Shore"
"cg10515125","cg10515125","16",89437361,"ANKRD11","NM_013275","5'UTR","N_Shore"
"cg08949854","cg08949854","16",89437501,"ANKRD11","NM_013275","5'UTR","N_Shore"
"cg12069856","cg12069856","16",89438504,"ANKRD11","NM_013275","5'UTR","Island"
"cg07447015","cg07447015","16",89438597,"ANKRD11","NM_013275","5'UTR","Island"
"cg08822215","cg08822215","16",89438651,"ANKRD11","NM_013275","5'UTR","Island"
"cg00432497","cg00432497","16",89438714,"ANKRD11","NM_013275","5'UTR","Island"
"cg01881136","cg01881136","16",89438758,"ANKRD11","NM_013275","5'UTR","Island"
"cg09537792","cg09537792","16",89438892,"ANKRD11","NM_013275","5'UTR","S_Shore"
"cg16442258","cg16442258","16",89439288,"ANKRD11","NM_013275","5'UTR","S_Shore"
"cg04789950","cg04789950","16",89439392,"ANKRD11","NM_013275","5'UTR","S_Shore"
"cg06783428","cg06783428","16",89439497,"ANKRD11","NM_013275","5'UTR","S_Shore"
"cg08417142","cg08417142","16",89439771,"ANKRD11","NM_013275","5'UTR","S_Shore"
"cg08583277","cg08583277","16",89439933,"ANKRD11","NM_013275","5'UTR","S_Shore"
"cg08549241","cg08549241","16",89440133,"ANKRD11","NM_013275","5'UTR","S_Shore"
"cg05638739","cg05638739","16",89440324,"ANKRD11","NM_013275","5'UTR","S_Shore"
"cg16525838","cg16525838","16",89440460,"ANKRD11","NM_013275","5'UTR","S_Shore"
"cg06567829","cg06567829","16",89440878,"ANKRD11","NM_013275","5'UTR","S_Shelf"
"cg00770754","cg00770754","16",89440949,"ANKRD11","NM_013275","5'UTR","S_Shelf"
"cg03163759","cg03163759","16",89441037,"ANKRD11","NM_013275","5'UTR","S_Shelf"
"cg08057432","cg08057432","16",89441217,"ANKRD11","NM_013275","5'UTR","S_Shelf"
"cg26946905","cg26946905","16",89441595,"ANKRD11","NM_013275","5'UTR","S_Shelf"
"cg02582213","cg02582213","16",89441654,"ANKRD11","NM_013275","5'UTR","S_Shelf"
"cg00926926","cg00926926","16",89445433,"ANKRD11","NM_013275","5'UTR",""
"cg00488747","cg00488747","16",89445503,"ANKRD11","NM_013275","5'UTR",""
"cg01739236","cg01739236","16",89448521,"ANKRD11","NM_013275","5'UTR",""
"cg16623734","cg16623734","16",89450023,"ANKRD11","NM_013275","5'UTR",""
"cg27206321","cg27206321","16",89450060,"ANKRD11","NM_013275","5'UTR",""
"cg02917156","cg02917156","16",89450094,"ANKRD11","NM_013275","5'UTR",""
"cg03484438","cg03484438","16",89452237,"ANKRD11","NM_013275","5'UTR","N_Shelf"
"cg09823077","cg09823077","16",89452360,"ANKRD11","NM_013275","5'UTR","N_Shelf"
"cg06270206","cg06270206","16",89455108,"ANKRD11","NM_013275","5'UTR","N_Shore"
"cg10164272","cg10164272","16",89456328,"ANKRD11","NM_013275","5'UTR","Island"
"cg10452248","cg10452248","16",89456354,"ANKRD11","NM_013275","5'UTR","Island"
"cg01274402","cg01274402","16",89456846,"ANKRD11","NM_013275","5'UTR","S_Shore"
"cg06233738","cg06233738","16",89459257,"ANKRD11","NM_013275","5'UTR","S_Shelf"
"cg10110957","cg10110957","16",89460751,"ANKRD11","NM_013275","5'UTR","S_Shelf"
